asin,nom_produit,lien_produit,note,nb_evaluation,features
B07ZHJFH4W,CHiQ U43H7A  43 Pouces(108cm)  Android Smart TV  UHD  4K  WiFi  Bluetooth Google Assistant  Netflix  Prime Video 3 HDMI 2 USB,wwww.amazon.fr/dp/B07ZHJFH4W,"4,1",2172,"Taille de l'écran,Marque,Résolution,Technologie d'affichage,Fréquence de rafraîchissement,Année du modèle,Type de fixation,Couleur,Poids de l'article,Système d'exploitation"
