asin,nom_produit,lien_produit,note,nb_evaluation,features
B09D8L99FM,STRONG SRT32HC5433 HD  Android TV  écran 80 cm  HDR  Netflix  You Tube  Prime Vidéo  Disney +  Google Assistant  HDMI  USB  WiFi  Optique  Contrôle Parental  CI,wwww.amazon.fr/dp/B09D8L99FM,"4,3",1051,"Marque,Services Internet pris en charge,Taille de l'écran,Technologie de connectivité,Interface matérielle,Type de contrôleur,Type de fixation,Technologie de communication sans fil,Technologie d'affichage,Système d'exploitation"
